file_name,predicted_class,score
nothing/LowerTrailCamera_EK007698.JPG,squirrel,0.526614
nothing/LowerTrailCamera_EK007929.JPG,squirrel,0.54719067
nothing/LowerTrailCamera_EK007993.JPG,squirrel,0.39028943
nothing/LowerTrailCamera_EK007994.JPG,rabbit,0.41990325
nothing/LowerTrailCamera_EK007995.JPG,squirrel,0.55128753
rabbit/LowerTrailCamera_EK000331.JPG,squirrel,0.40381718
rabbit/LowerTrailCamera_EK001880.JPG,squirrel,0.95792145
rabbit/LowerTrailCamera_EK002116.JPG,skunk,0.7057279
rabbit/LowerTrailCamera_EK002117.JPG,skunk,0.5098617
rabbit/LowerTrailCamera_EK002118.JPG,skunk,0.5417756
rabbit/LowerTrailCamera_EK002259.JPG,bobcat,0.90508723
rabbit/LowerTrailCamera_EK003625.JPG,nothing,0.9904944
rabbit/LowerTrailCamera_EK004246.JPG,nothing,0.8523675
rabbit/LowerTrailCamera_EK004247.JPG,nothing,0.9415403
rabbit/LowerTrailCamera_EK004248.JPG,nothing,0.845589
rabbit/LowerTrailCamera_EK005833.JPG,squirrel,0.5460583
rabbit/LowerTrailCamera_EK005834.JPG,squirrel,0.7019888
rabbit/LowerTrailCamera_EK005835.JPG,squirrel,0.83272165
skunk/LowerTrailCamera_EK000488.JPG,bobcat,0.55695796
skunk/LowerTrailCamera_EK000631.JPG,nothing,0.4817982
skunk/LowerTrailCamera_EK000664.JPG,rabbit,0.33875427
skunk/LowerTrailCamera_EK001198.JPG,nothing,0.5255567
skunk/LowerTrailCamera_EK001199.JPG,nothing,0.8421188
skunk/LowerTrailCamera_EK001699.JPG,nothing,0.62902015
skunk/LowerTrailCamera_EK001700.JPG,nothing,0.71428144
skunk/LowerTrailCamera_EK001701.JPG,nothing,0.561622
skunk/LowerTrailCamera_EK002020.JPG,rabbit,0.61057276
skunk/LowerTrailCamera_EK002743.JPG,rabbit,0.87393844
skunk/LowerTrailCamera_EK002744.JPG,rabbit,0.5906935
squirrel/LowerTrailCamera_EK000358.JPG,rabbit,0.26903486
squirrel/LowerTrailCamera_EK000415.JPG,nothing,0.7894924
squirrel/LowerTrailCamera_EK000416.JPG,nothing,0.81067556
squirrel/LowerTrailCamera_EK000417.JPG,nothing,0.86957234
squirrel/LowerTrailCamera_EK001089.JPG,deer,0.68024284
squirrel/LowerTrailCamera_EK001143.JPG,bobcat,0.75144786
squirrel/LowerTrailCamera_EK003421.JPG,nothing,0.5577533
squirrel/LowerTrailCamera_EK003422.JPG,nothing,0.5106415
squirrel/LowerTrailCamera_EK004645.JPG,nothing,0.5850743
squirrel/LowerTrailCamera_EK004646.JPG,nothing,0.4904159
squirrel/LowerTrailCamera_EK004647.JPG,rabbit,0.69599897
squirrel/LowerTrailCamera_EK005488.JPG,nothing,0.49578753
squirrel/LowerTrailCamera_EK007024.JPG,nothing,0.38194597
squirrel/LowerTrailCamera_EK007861.JPG,nothing,0.98528177
squirrel/LowerTrailCamera_EK007862.JPG,nothing,0.8179525
squirrel/LowerTrailCamera_EK007863.JPG,nothing,0.88283414
bobcat/LowerTrailCamera_EK000156.JPG,rabbit,0.9319433
bobcat/LowerTrailCamera_EK000835.JPG,rabbit,0.9999888
bobcat/LowerTrailCamera_EK001078.JPG,skunk,0.48640287
bobcat/LowerTrailCamera_EK001625.JPG,rabbit,0.46483874
bobcat/LowerTrailCamera_EK001626.JPG,rabbit,0.45447427
bobcat/LowerTrailCamera_EK003295.JPG,rabbit,0.7707449
bobcat/LowerTrailCamera_EK005175.JPG,deer,0.5147394
deer/LowerTrailCamera_EK000130.JPG,bobcat,0.56061673
deer/LowerTrailCamera_EK000347.JPG,nothing,0.6560768
deer/LowerTrailCamera_EK000348.JPG,nothing,0.7100446
deer/LowerTrailCamera_EK000515.JPG,bobcat,0.56771797
deer/LowerTrailCamera_EK000757.JPG,squirrel,0.6710673
deer/LowerTrailCamera_EK000758.JPG,squirrel,0.80453783
deer/LowerTrailCamera_EK001501.JPG,squirrel,0.9140847
deer/LowerTrailCamera_EK001739.JPG,squirrel,0.92304885
deer/LowerTrailCamera_EK001740.JPG,squirrel,0.9951871
deer/LowerTrailCamera_EK001837.JPG,skunk,0.9814223
